CPUpcntbusy,'Network:total packets/s',SDApcntbusy,memory:pgpgin/s,memory:pgpgout/s,java_totcpu,java_pctcpu,java_rss,java_avgmem_t,java_totcpu_t,puppet_totcpu,puppet_pctcpu,puppet_rss,puppet_avgmem_t,puppet_totcpu_t,sendmail_rss,sendmail_avgmem_t,Crash
0.597252,116.673333,0.084,0,49.486667,18.82,0.392174,1765825.6,2510452,952.5,?,?,?,?,?,1796,57716,No
0.592671,115.903333,0.098167,0,50.133333,19.43,0.404653,1765816,2510452,971.93,?,?,?,?,?,1796,57716,No
0.560794,116.786667,0.081667,0,50.08,18.46,0.384454,1765810.4,2510452,990.39,?,?,?,?,?,1796,57716,No
0.680164,149.11,0.084333,0,50.82,23.130001,0.483262,1765868.8,2510452,1013.52,?,?,?,?,?,1796,57716,No
0.625369,114.666667,0.099,0,50.513333,20.149998,0.41964,1765991.6,2510452,1033.67,?,?,?,?,?,1796,57716,No
0.958478,118.293333,0.101333,0,65.853333,24.84,0.517314,1766202.4,2510452,1058.51,1.57,0.032696,178844,189303.2,83412.14,1796,57716,No
2.502349,127.173333,0.103333,0,66.791667,23.77,0.496643,1766437.6,2510452,1082.28,59.24,1.233198,357688.8,378607.2,83471.38,1796,57716,No
0.777028,116.52,0.091333,0,49.913333,27.910002,0.581253,1766526,2510452,1110.19,?,?,?,?,?,1796,57716,No
0.677874,118.206667,0.078667,0,48.82,23.440002,0.488152,1766704.8,2510452,1133.63,?,?,?,?,?,1796,57716,No
0.804738,149.053333,0.093667,0,49.82,28.35,0.590413,1767079.2,2510554.8,1161.98,?,?,?,?,?,1796,57716,Yes
0.68704,114.4,0.087333,0,49.96,24.03,0.500807,1767222.8,2511480,1186.01,?,?,?,?,?,1796,57716,No
0.655794,147.086667,0.096667,0,59.113333,?,?,?,?,?,?,?,?,?,?,?,?,No
0.280396,148.31,0.084167,0,47.36,?,?,?,?,?,?,?,?,?,?,?,?,No
0.537466,148.66,0.097167,0,49.84,?,?,?,?,?,?,?,?,?,?,?,?,No
2.182558,193.053333,0.099833,0,62.263333,?,?,?,?,?,?,?,?,?,?,?,?,No
0.547544,148.15,0.088,0,45.613333,?,?,?,?,?,?,?,?,?,?,?,?,No
0.353729,144.503333,0.073833,0,47.26,?,?,?,?,?,?,?,?,?,?,?,?,No
0.691202,163.41,0.110333,0,61.52,?,?,?,?,?,?,?,?,?,?,?,?,No
0.316021,150.48,0.078667,0,46.6,?,?,?,?,?,?,?,?,?,?,?,?,No
0.55267,156.14,0.089667,0,47.846667,?,?,?,?,?,?,?,?,?,?,?,?,No
0.31498,180.296667,0.085167,0,44.726667,?,?,?,?,?,?,?,?,?,?,?,?,No
0.542672,152.296667,0.0845,0,48.326667,?,?,?,?,?,?,?,?,?,?,?,?,No
0.387682,147.424293,0.087854,0,51.114809,?,?,?,?,?,?,?,?,?,?,?,?,No
3.029658,155.045075,0.135559,0,83.729549,?,?,?,?,?,?,?,?,?,?,?,?,No
0.182904,70.63,0.093167,0,41.268333,?,?,?,?,?,?,?,?,?,?,?,?,No
3.02067,151.056667,0.176667,3.606667,68.083333,?,?,?,?,?,?,?,?,?,?,?,?,No
3.089599,209.33,0.184167,3.186667,79.526667,?,?,?,?,?,?,?,?,?,?,?,?,No
0.650791,174.633333,0.135333,0.013333,62.711667,?,?,?,?,?,?,?,?,?,?,?,?,No
0.393931,885.47,0.076167,0,49.646667,?,?,?,?,?,?,?,?,?,?,?,?,No
1.0041,163.52,0.110167,0,62.853333,?,?,?,?,?,?,?,?,?,?,?,?,No
0.286709,173.16,0.084,0,47.406667,?,?,?,?,?,?,?,?,?,?,?,?,No
0.717245,1592.083333,0.1145,0,78.366667,?,?,?,?,?,?,?,?,?,?,?,?,No
2.18403,304.603333,0.110333,0,64.176667,?,?,?,?,?,?,?,?,?,?,?,?,No
0.805778,2012.34,0.147833,0.886667,79.38,?,?,?,?,?,?,?,?,?,?,?,?,No
0.397474,136.103333,0.099333,0,52.186667,?,?,?,?,?,?,?,?,?,?,?,?,No
0.662041,136.016667,0.103167,0,60.98,?,?,?,?,?,?,?,?,?,?,?,?,No
0.316439,132.553333,0.087333,0,45.533333,?,?,?,?,?,?,?,?,?,?,?,?,No
0.546004,136.69,0.087333,0,48.9,?,?,?,?,?,?,?,?,?,?,?,?,No
0.287753,166.193333,0.081667,0,46.666667,?,?,?,?,?,?,?,?,?,?,?,?,No
0.540173,137.076667,0.080833,0,48.793333,?,?,?,?,?,?,?,?,?,?,?,?,No
1.108056,132.766667,0.0965,0,52.251667,?,?,?,?,?,?,?,?,?,?,?,?,No
1.790305,150.31,0.116333,0,71.258333,?,?,?,?,?,?,?,?,?,?,?,?,No
0.277273,131.76,0.074,0,45.906667,?,?,?,?,?,?,?,?,?,?,?,?,No
1.009933,136.843333,0.095667,0,50.446667,?,?,?,?,?,?,?,?,?,?,?,?,No
0.947857,167.106667,0.085833,0.006667,49.786667,?,?,?,?,?,?,?,?,?,?,?,?,No
0.535023,136.14,0.079167,0,48.993333,?,?,?,?,?,?,?,?,?,?,?,?,No
0.381642,131.223333,0.0795,0,51.646667,?,?,?,?,?,?,?,?,?,?,?,?,No
0.654959,137.703333,0.096,0,58.1,?,?,?,?,?,?,?,?,?,?,?,?,No
0.28748,132.743333,0.087333,0,65.36,?,?,?,?,?,?,?,?,?,?,?,?,No
2.780445,148.783333,0.103833,0,68.09,?,?,?,?,?,?,?,?,?,?,?,?,No
0.355603,168.223333,0.096167,0,50.366667,?,?,?,?,?,?,?,?,?,?,?,?,No
0.532881,135.42,0.092167,0,50.226667,?,?,?,?,?,?,?,?,?,?,?,?,No
0.381225,132.583333,0.087167,0,52.18,?,?,?,?,?,?,?,?,?,?,?,?,No
0.729712,164.05,0.132333,0,64.48,6.13,0.12766,1373519.2,2217382.4,295.61,?,?,?,?,?,1788,57716,No
0.317271,157.166667,0.08,0,47.186667,2.65,0.055188,688855.2,1108691.2,300.12,?,?,?,?,?,1788,57716,No
0.602669,157.6,0.092167,0,50.74,4.26,0.088715,518779.6,831518.4,307.6,?,?,?,?,?,1788,57716,No
0.296439,181.176667,0.077167,0,46.366667,2.18,0.045399,692099.2,1108691.2,312.06,?,?,?,?,?,1788,57716,No
0.551214,151.706667,0.084667,0,49.073333,2.84,0.059342,865187.6,1385864,316.44,?,?,?,?,?,1788,57716,No
0.540171,149.04,0.0895,0,52.38,2.68,0.055812,865274,1385864,321.14,2.76,0.057475,177862.4,188351.6,83725.78,1788,57716,No
2.374217,163.243333,0.090167,0,73.843333,4.28,0.089123,863395.2,1385864,327.74,56.050003,1.167133,355813.6,376806.4,83781.83,1788,57716,No
0.305699,148.773333,0.0875,0,47.026667,2.97,0.062039,861268.8,1385864,332.75,?,?,?,?,?,1788,57716,No
0.776617,162.64,0.072667,0,51.726667,2.84,0.059143,689042,1108691.2,337.53,?,?,?,?,?,1788,57716,No
0.606836,184.31,0.091,0,50.9,16.01,0.333417,1141464.8,1663036.8,355.5,?,?,?,?,?,1788,57716,No
0.542878,151.713333,0.076333,0,50.386667,1.71,0.035612,576185.6,831518.4,359.69,?,?,?,?,?,1788,57716,No
0.380394,148.68,0.090167,0,51.366667,2.39,0.049772,769572.4,1108691.2,364.5,?,?,?,?,?,1788,57716,No
1.186176,244.316667,0.105,0.04,64.466667,4.69,0.097669,962566.8,1385864,371.73,?,?,?,?,?,1788,57716,No
0.372683,150.903333,0.078,0,47.2,4.46,0.093427,962646.4,1385864,377.84,?,?,?,?,?,1788,57716,No
0.566835,151.82,0.091,0,50.066667,4.42,0.092047,1347826.4,1940209.6,383.85,?,?,?,?,?,1788,57716,No
2.199148,194.983333,0.086,0,64.216667,2.69,0.05602,770251.2,1108691.2,389.01,59.239998,1.233661,355986.8,377012.8,83841.08,1788,57716,No
0.545174,151.856667,0.092833,0,49.86,2.75,0.057548,770920.8,1108691.2,393.65,?,?,?,?,?,1788,57716,No
0.387267,147.923333,0.091833,0,52.173333,2.54,0.052896,771836,1108691.2,398.14,?,?,?,?,?,1788,57716,No
0.724535,153.77,0.103333,0,59.966667,8.04,0.167436,1930676.4,2771728,406.94,?,?,?,?,?,1788,57716,No
0.318522,146.61,0.0765,0,46.986667,5.91,0.123324,1738402.8,2494555.2,413.34,?,?,?,?,?,1788,57716,No
0.765781,194.823333,0.092333,0,52.533333,6.25,0.130157,1545325.6,2217382.4,420.55,?,?,?,?,?,1788,57716,No
0.377476,233.123333,0.079,0,51.253333,3.67,0.076429,965904.4,1385864,426.52,?,?,?,?,?,1788,57716,No
1.314612,234.003333,0.094,0,52.546667,3.6,0.074971,965970,1385864,431.8,?,?,?,?,?,1788,57716,No
1.314076,150.64,0.0845,0,55.078333,2.84,0.059144,772810.4,1108691.2,437.62,19.369999,0.40339,178036.4,188558.8,83860.45,1788,57716,No
1.663226,162.143333,0.113833,0,73.33,5.96,0.124119,1159259.6,1663036.8,445.24,39.79,0.828648,178123.6,188658.8,83900.24,1788,57716,No
0.335186,149.04,0.096667,0,47.593333,3.97,0.082678,966134.8,1385864,451.07,?,?,?,?,?,1788,57716,No
0.80203,151.623333,0.096333,0,49.506667,4.99,0.10392,1159471.2,1663036.8,458.21,?,?,?,?,?,1788,57716,No
0.685371,184.31,0.077333,0,48.813333,20.100002,0.418586,1194599.2,1663448,480.12,?,?,?,?,?,1788,57716,No
0.593712,152.38,0.095333,0,50.966667,5.32,0.110791,1616863.6,2218204.8,486.26,?,?,?,?,?,1788,57716,No
0.56267,172.136667,0.088833,0,54.126667,2.22,0.046233,809344.8,1109102.4,490.43,?,?,?,?,?,1788,57716,No
1.080064,167.266667,0.104667,0,76.646667,4.93,0.102669,1214960.4,1663653.6,497.44,?,?,?,?,?,1788,57716,No
0.350602,150.11,0.082167,0,47.186667,2.67,0.055837,809985.6,1109102.4,502.29,?,?,?,?,?,1788,57716,No
0.581421,153.443333,0.0915,0,50.106667,3.88,0.080803,1215356.4,1663653.6,508.13,0.64,0.013328,178123.6,188659.2,83900.88,1788,57716,No
2.175697,197.356667,0.094333,0,64.21,4.47,0.09309,1419985.2,1940929.2,513.74,58.449997,1.217218,356351.2,377422.4,83959.33,1788,57716,No
0.551214,162.48,0.0925,0,50.793333,3.13,0.065182,1017193.6,1386378,518.43,?,?,?,?,?,1788,57716,No
0.421014,152.64,0.075,0,50.626667,2.52,0.052479,612735.2,831826.8,523.3,?,?,?,?,?,1788,57716,No
0.694125,157.37,0.089333,0,58.913333,5.38,0.112042,1228893.2,1663653.6,530.98,?,?,?,?,?,1788,57716,No
0.314878,151.556667,0.0905,0,45.86,3.91,0.081426,1228919.2,1663653.6,536.37,?,?,?,?,?,1788,57716,No
0.559547,158.4,0.077167,0,49.506667,3.58,0.074554,1024116.8,1386378,541.89,?,?,?,?,?,1788,57716,No
0.343103,188.02,0.096667,0,47.533333,4.11,0.085592,1229017.6,1663653.6,547.63,?,?,?,?,?,1788,57716,No
0.581212,156.513333,0.0775,0,49.586667,3.04,0.06331,819538.8,1109102.4,552.55,?,?,?,?,?,1788,57716,No
2.340687,163.63,0.103167,0,67.136667,2.23,0.046667,614792.8,831826.8,557.09,62.15,1.293842,534730,566284.8,84021.48,1788,57716,No
1.336783,161.04,0.102833,0,64.243333,4.53,0.094337,819787.6,1109102.4,564.17,?,?,?,?,?,1788,57716,No
0.445805,152.84,0.085167,0,55.673333,4.08,0.084968,1229680.8,1663653.6,570.73,?,?,?,?,?,1788,57716,No
0.945979,173.696667,0.085667,0,55.673333,3.51,0.073098,1024750.4,1386378,576.4,?,?,?,?,?,1788,57716,No
3.255431,184.746667,0.085667,0,53.206667,136.81999,2.849305,821926,1109719.2,714.93,?,?,?,?,?,1788,57716,No
0.698081,156.646667,0.094333,0,54.786667,3.49,0.072681,1028284.4,1387406,721.42,?,?,?,?,?,1788,57716,No
0.562251,153.27,0.089,0,56.053333,3.23,0.067463,1028287.2,1387406,726.79,?,?,?,?,?,1788,57716,No
0.834943,156.153333,0.1045,0,65.68,4.54,0.094545,1028278.4,1387406,732.98,?,?,?,?,?,1788,57716,No
0.452887,151.42,0.095333,0,51.153333,2.43,0.050606,616963.2,832443.6,738.03,?,?,?,?,?,1788,57716,No
2.970654,161.706667,0.103333,0,67.486667,3.98,0.08314,1028308.4,1387406,745.14,55.739998,1.16083,356812,377832.4,84077.22,1788,57716,No
0.443302,194.016667,0.0915,0,47.37,5,0.104126,1439520.8,1942368.4,751,5.36,0.11162,178558.4,189068.4,84082.58,1788,57716,No
0.569455,155.836667,0.0705,0,49.76,4.21,0.087676,1233258,1664887.2,757.34,?,?,?,?,?,1788,57716,No
0.436638,152.703333,0.106833,0,51.846667,4.95,0.103341,1233362,1664887.2,764.02,?,?,?,?,?,1788,57716,No
0.75412,176.81,0.082667,0,59.78,8.74,0.182013,1850157.6,2497330.8,773.2,?,?,?,?,?,1788,57716,No
0.399348,159.59,0.104333,0,48.62,6.9,0.143695,1846558.4,2497330.8,780.57,?,?,?,?,?,1788,57716,No
0.663502,164.26,0.071167,0,52,5.29,0.110167,1228451.6,1664887.2,787.76,?,?,?,?,?,1788,57716,No
0.459759,206.056667,0.096667,0,47.46,6.11,0.127244,1636657.2,2219849.6,794.77,?,?,?,?,?,1788,57716,No
0.717248,180.75,0.073667,0,50.426667,5.02,0.104544,1432261.2,1942368.4,800.69,?,?,?,?,?,1788,57716,No
1.92111,185.453333,0.103667,0,64.96,5.27,0.110036,1227728.8,1664887.2,808.33,43.539997,0.906747,357118.4,378139.2,84126.12,1788,57716,No
1.123263,163.683333,0.0935,0,63.536667,6.39,0.133072,1430374.4,1942368.4,815.63,17.05,0.355068,178558.4,189068.4,84143.17,1788,57716,No
0.327479,153.15,0.119333,0,47.433333,5.49,0.11433,1627752.8,2219849.6,822.52,?,?,?,?,?,1788,57716,No
0.774948,158.046667,0.084833,0,52.713333,4.47,0.093365,1012441.6,1387406,829.29,?,?,?,?,?,1788,57716,No
1.083469,187.29,0.084,0,48.366667,39.449997,0.821562,830204.8,1129585.6,871.09,?,?,?,?,?,1788,57716,No
0.590587,156.313333,0.089167,0,52.933333,4.9,0.102042,1465908,1988243.6,877.44,?,?,?,?,?,1788,57716,No
0.410807,153.463333,0.087667,0,52.733333,4.61,0.096217,1256511.2,1704208.8,884.43,?,?,?,?,?,1788,57716,No
0.739119,156.903333,0.098667,0,58.273333,7.24,0.150776,1881738.4,2556313.2,892.15,?,?,?,?,?,1788,57716,No
0.340128,152.746667,0.083167,0,47.106667,5.89,0.122661,1656220.8,2272278.4,899,?,?,?,?,?,1788,57716,No
2.533581,166.96,0.088333,0,66.643333,4.87,0.101421,1230566,1704208.8,905.8,60.199997,1.263701,535690,567207.2,84203.37,1788,57716,No
0.341229,187.4,0.0945,0,46.76,5.19,0.108084,1423841.6,1988243.6,911.94,?,?,?,?,?,1788,57716,No
0.601837,156.193333,0.072167,0,49.36,6.91,0.143903,2019530.8,2840348,919.32,?,?,?,?,?,1788,57716,No
0.437263,152.313333,0.088833,0,50.92,6.47,0.134916,1809855.6,2556313.2,926.28,?,?,?,?,?,1788,57716,No
0.735348,157.03,0.109833,0,64.58,6.58,0.137031,1402003.2,1988243.6,934.25,?,?,?,?,?,1788,57716,No
0.3406,153.523333,0.084833,0,47.3,6.69,0.13932,1798136.4,2556313.2,941.43,?,?,?,?,?,1788,57716,No
0.581839,153.546667,0.091167,0,50.08,6.11,0.127243,1596758,2272278.4,948.52,?,?,?,?,?,1788,57716,No
0.374558,187.36,0.091333,0,47.113333,7.03,0.146402,1993381.2,2840348,955.55,?,?,?,?,?,1788,57716,No
0.589337,155.623333,0.079333,0,50.22,6.8,0.141613,1791990.8,2556313.2,962.83,?,?,?,?,?,1788,57716,No
2.545883,163.693333,0.119,0,70.623333,7.66,0.159693,1990215.6,2840348,970.49,59.5,1.245099,535931.2,567411.6,84262.87,1788,57716,No
0.764531,166.923333,0.101167,0,64.866667,8.900001,0.185343,1990334.8,2840348,979.39,?,?,?,?,?,1788,57716,No
0.365602,152.54,0.081333,0,46.046667,7.089999,0.147653,1990235.2,2840348,986.48,?,?,?,?,?,1788,57716,No
0.791824,156.673333,0.0945,0,52.38,7.39,0.154093,1989231.6,2840348,993.87,?,?,?,?,?,1788,57716,No
1.307207,201.44,0.088333,0,45.84,53.45,1.113123,1997113.6,2840348,1047.32,?,?,?,?,?,1788,57716,No
0.628508,152.81,0.076833,0,48.94,7.33,0.152651,2001162,2840348.4,1054.65,?,?,?,?,?,1788,57716,No
0.433726,151.663333,0.097833,0,49.66,7.57,0.157832,2001656.8,2840348,1062.22,?,?,?,?,?,1788,57716,Yes
0.827861,157.116667,0.103833,0,57.28,9.78,0.203672,2001908.4,2840348,1072,?,?,?,?,?,1788,57716,No
0.384767,162.776667,0.075833,0,44.34,7.55,0.157232,2002072.8,2840348,1079.55,?,?,?,?,?,1788,57716,No
2.570662,161.936667,0.114333,0,64.73,7.75,0.161807,2002330.4,2840348,1087.3,59.24,1.234327,536118,567615.6,84322.12,1788,57716,No
0.371434,177.693333,0.0825,0,47.386667,8.22,0.171184,2002468,2840348,1095.52,?,?,?,?,?,1788,57716,No
0.862654,148.64,0.095333,0,51.793333,18.8,0.391508,2004553.6,2840348,1114.32,?,?,?,?,?,1788,57716,No
0.729117,161.386667,0.089,0,52.853333,18.330002,0.383401,2005448,2840348,1132.65,?,?,?,?,?,1788,57716,No
0.946099,164,0.0905,0,57.226667,29.499998,0.614338,2005874.8,2840348,1162.15,?,?,?,?,?,1788,57716,No
0.634126,145.55,0.076833,0,46.746667,19.000002,0.395672,2004603.2,2840348,1181.15,?,?,?,?,?,1788,57716,No
0.613294,148.786667,0.081667,0,49.14,19.19,0.399837,2005328.8,2840348,1200.34,?,?,?,?,?,1788,57716,No
0.704118,181.466667,0.077167,0,46.04,23.51,0.489601,2005271.6,2840348,1223.85,?,?,?,?,?,1788,57716,No
0.602253,148.46,0.0835,0,48.066667,19.68,0.409844,2005295.6,2840348,1243.53,?,?,?,?,?,1788,57716,No
2.48433,151.3,0.097407,0,61.837037,23.800001,0.497551,2004731.6,2840348,1267.33,59.179996,1.236899,536376.4,567821.6,84381.3,1788,57716,No
1.175549,150.6,0.108167,0,63.82,42.43,0.883612,2005890.4,2840348,1309.76,?,?,?,?,?,1788,57716,No
0.725952,145.593333,0.098333,0,45.686667,24.47,0.509597,2004893.6,2840348,1334.23,?,?,?,?,?,1788,57716,No
0.911608,150.003333,0.077333,0,49.78,27.640001,0.575971,2006198,2840348,1361.87,?,?,?,?,?,1788,57716,No
8.82905,148.263333,0.088,0,43.753333,413.88,8.619122,2010376.4,2847955.2,1775.75,?,?,?,?,?,1788,57716,No
12.756521,98.35,0.102333,0.56,47.146667,602.9,12.555474,2014495.6,2864442.4,2378.65,?,?,?,?,?,1788,57716,No
12.814301,96.116667,0.094,0,47.386667,599.37,12.50259,2015155.6,2867109.6,2978.02,?,?,?,?,?,1788,57716,Yes
0.508508,113.603333,0.103,0,72.353333,3.68,0.076635,802242,1154848,604.88,?,?,?,?,?,1796,57716,No
0.327685,111.066667,0.105667,0,58.653333,4.82,0.100378,962736.4,1385817.6,611.1,?,?,?,?,?,1796,57716,No
0.348311,110.533333,0.092,0,59.386667,3.94,0.082051,802318.4,1154848,618.27,?,?,?,?,?,1796,57716,No
2.410469,122.913333,0.117833,0,77.923333,5.63,0.117243,1283705.2,1847756.8,624.85,67.08,1.396879,586874.8,618182.8,102120.41,1796,57716,No
0.331992,121.77,0.109833,0,59.053333,3.46,0.072054,641852.4,923878.4,630.17,?,?,?,?,?,1796,57716,No
0.34102,145.603333,0.0895,0,61.033333,3.97,0.082675,805335.2,1154848,637.34,?,?,?,?,?,1796,57716,No
0.564128,114.123333,0.119,0,72.04,7.32,0.152439,968512,1385817.6,646.52,?,?,?,?,?,1796,57716,No
0.342478,110.356667,0.0855,0,59.213333,3.37,0.070181,807102,1154848,651.29,?,?,?,?,?,1796,57716,No
0.317269,110.386667,0.109667,0,60.946667,4.25,0.088507,968565.2,1385817.6,658.3,?,?,?,?,?,1796,57716,No
0.333311,113.53,0.088667,0,65.953333,5.36,0.111623,1291484.4,1847756.8,664.6,?,?,?,?,?,1796,57716,No
1.043676,110.31,0.113667,0,59.8,39.149998,0.815486,973197.2,1386126,705.18,?,?,?,?,?,1796,57716,No
0.392712,146.353333,0.095833,0,63.326667,5.62,0.117034,1305193.6,1848579.2,712.24,?,?,?,?,?,1796,57716,No
2.703564,124.72,0.123,0,90.623333,5.379999,0.112038,1305245.2,1848579.2,718.11,?,?,?,?,?,1796,57716,No
0.32748,111.24,0.090167,0,59.766667,4.33,0.090353,978969.2,1386434.4,724.38,?,?,?,?,?,1796,57716,No
0.333517,109.876667,0.109,0,59.48,6.230001,0.129739,1456494,2079651.6,731.57,66.1,1.376538,587300.8,618733.6,102186.51,1796,57716,No
0.363727,111.443333,0.081333,0,60.033333,5.83,0.121411,1276986,1848579.2,738.38,?,?,?,?,?,1796,57716,No
0.338519,111.726667,0.122667,0,60.94,7.25,0.151246,1587514.4,2310724,745.63,?,?,?,?,?,1796,57716,No
0.393305,146.576667,0.100167,0,65.906667,7.47,0.155562,1578754.4,2310724,753.1,?,?,?,?,?,1796,57716,No
0.509964,114.173333,0.121167,0,74.433333,7.009999,0.145983,1570936,2310724,760.11,?,?,?,?,?,1796,57716,No
0.371427,110.54,0.0945,0,60.726667,7.04,0.146785,1564669.6,2310724,767.15,?,?,?,?,?,1796,57716,No
1.019311,110.083333,0.100667,0,73.636667,7.329999,0.152649,1559830,2310724,774.48,?,?,?,?,?,1796,57716,No
2.522124,121.94,0.166,0,79.983333,7.209999,0.150138,1558968.4,2310724,781.69,65.590004,1.365488,587797.2,619316.8,102252.1,1796,57716,No
0.473095,111.793333,0.094333,0,63.58,7.12,0.148579,1557294,2310724,788.81,?,?,?,?,?,1796,57716,No
0.522669,146.753333,0.122167,0,67.366667,7.529999,0.156814,1555384.8,2310724,796.34,?,?,?,?,?,1796,57716,No
0.700371,137.513333,0.112833,0,79.893333,7.22,0.150359,1554186,2310724,803.56,?,?,?,?,?,1796,57716,No
6.044035,9049.006667,0.191333,0,282.786667,8.610001,0.179632,1552768.8,2310724,812.17,?,?,?,?,?,1796,57716,No
6.376545,9565.176667,0.1935,0,295.726667,8.059999,0.167854,1551116,2310724,820.23,?,?,?,?,?,1796,57716,No
6.722178,9590.226667,0.194833,0,291.62,7.77,0.161813,1549610,2310724,828,?,?,?,?,?,1796,57716,No
7.313369,9551.926667,0.187333,0,293.866667,59.340004,1.236026,1548542.4,2311443.6,887.34,?,?,?,?,?,1796,57716,No
6.281899,9519.506667,0.189667,0,293.42,12.11,0.252193,1548481.6,2312780,899.45,?,?,?,?,?,1796,57716,No
8.523598,9442.19,0.207333,0,316.183333,7.63,0.158892,1548526.4,2312780,907.08,65.73,1.368663,587797.6,619316.8,102317.83,1796,57716,No
6.190081,9454.38,0.167,0,288.113333,7.55,0.157482,1548546.4,2312780,914.63,?,?,?,?,?,1796,57716,No
6.224624,9464.703333,0.186167,0,287.166667,7.96,0.165768,1548599.6,2312780,922.59,?,?,?,?,?,1796,57716,No
6.176047,9417.54,0.1715,0,287.106667,8.35,0.173892,1550694.4,2312780,930.94,?,?,?,?,?,1796,57716,No
6.42038,9454.79,0.188167,0,287.826667,18.54,0.387726,1555970.4,2312780,949.48,?,?,?,?,?,1796,57716,No
6.448125,9491.346667,0.188167,0,291.12,18.970001,0.395057,1556872.8,2312780,968.45,?,?,?,?,?,1796,57716,No
6.672527,9372.276667,0.195,0,298.48,23.160002,0.482304,1556943.6,2312780,991.61,?,?,?,?,?,1796,57716,No
6.555854,9436.1,0.190333,0,288.673333,24.33,0.508412,1557273.2,2312985.6,1015.94,?,?,?,?,?,1796,57716,No
6.431668,9370.09,0.194,0,284.593333,22.930002,0.477521,1557659.6,2313808,1038.87,?,?,?,?,?,1796,57716,No
8.666804,9308.733333,0.187833,0,301.016667,28.04,0.583942,1557887.6,2313808,1066.91,67.3,1.401583,588081.6,619522,102385.13,1796,57716,No
6.519384,9290.54,0.182333,0,283.426667,28.159998,0.586818,1557969.6,2359683.2,1095.07,?,?,?,?,?,1796,57716,No
11.781473,9319.146667,0.2175,1.613333,286.193333,276.24,5.752788,1559660.4,2385951.2,1371.31,?,?,?,?,?,1796,57716,No
18.618381,9299.076667,0.189,0,297.566667,600.28,12.501093,1562171.2,2403969.2,1971.59,?,?,?,?,?,1796,57716,No
18.565191,9361.796667,0.166333,0,280.546667,599.2999,12.501327,1562188.8,2404072,2570.89,?,?,?,?,?,1796,57716,No
18.630749,9400.22,0.2565,3.653333,290.133333,603.68,12.571715,1572065.2,2425428.8,3174.57,?,?,?,?,?,1796,57716,No
18.587065,9355.003333,0.184167,0,279.626667,600.11,12.4975,1575226,2430029.2,3774.68,?,?,?,?,?,1796,57716,Yes
18.601856,9356.84,0.175167,0,280.753333,599.29004,12.501223,1571272,2416408,4373.97,?,?,?,?,?,1796,57716,No
18.588654,9417.64,0.184333,0,287.58,600,12.495053,1571110.4,2413118.4,4973.97,?,?,?,?,?,1796,57716,No
18.32416,9312.906667,0.1485,0,264.46,601.38,12.524783,1600332.8,2461550.4,13334.1,?,?,?,?,?,1792,57712,No
18.4084,9358.303333,0.157333,0.266667,262.233333,601.11,12.51929,1600253.2,2460614,13935.21,?,?,?,?,?,1792,57712,No
6.959415,2153.756667,0.160667,3.173333,114.933333,60.13,1.252395,160000.8,245738.8,13995.34,44.45,0.925718,135553.6,156465.6,18558.53,1792,57712,No
5.988621,9324.673333,0.164167,0,265.58,7.95,0.165572,1161837.6,2390244,126.88,?,?,?,?,?,1792,57712,No
5.936448,9423.433333,0.144667,0,260.36,5.84,0.121626,926312,1912709.2,133.48,?,?,?,?,?,1792,57712,No
5.95219,9459.583333,0.155667,0,264.513333,5.34,0.111642,915990.8,1913017.6,139.64,?,?,?,?,?,1792,57712,No
5.983205,9355.216667,0.159833,0,266.1,6.82,0.142038,682690.4,1434763.2,148.18,?,?,?,?,?,1792,57712,No
5.93447,9320.643333,0.153,0,264.426667,4.04,0.084139,563411.6,1195636,154.45,?,?,?,?,?,1792,57712,No
5.9249,9401.12,0.154167,0,261.373333,6.16,0.128292,785459.6,1673890.4,161.99,?,?,?,?,?,1792,57712,No
5.906751,9409.87,0.157667,0,262.613333,2.77,0.057933,448758.4,956508.8,167.44,?,?,?,?,?,1792,57712,No
5.920525,9475.92,0.1575,0,262.733333,4.04,0.08414,561159.2,1195636,173.65,?,?,?,?,?,1792,57712,No
7.357086,9564.433333,0.165833,0,284.025,8.55,0.178058,914040.4,1930316.8,182.99,45,0.936794,203436,234902.8,18603.53,1792,57712,No
5.992997,9411.43,0.159,0,267.92,4.01,0.083515,584907.6,1219614.8,188.67,?,?,?,?,?,1792,57712,No
1.307205,1427.296667,0.077167,0,74.188333,5.44,0.113295,352970.4,731440.8,194.49,?,?,?,?,?,1792,57712,No
0.082704,60.816667,0.055333,0,27.206667,?,?,?,?,?,?,?,?,?,?,1792,57712,No
0.082703,16.843333,0.043667,0,25.146667,?,?,?,?,?,?,?,?,?,?,1792,57712,No
2.734615,1155.396667,0.158667,3.353333,61.428333,2.385457,533098.4,533098.4,1290965.6,114.54,?,?,?,?,?,1792,57712,No
0.240818,143.356667,0.0635,0,34.173333,0.051233,219630,219630,462572,119.71,?,?,?,?,?,1792,57712,No
0.319354,148.316667,0.092833,0,62.54,0.022284,219822.4,219822.4,462674.8,124.95,?,?,?,?,?,1792,57712,No
0.357686,615.756667,0.063833,0,41.92,0.136186,565186,565186,1174096.8,133.52,?,?,?,?,?,1792,57712,No
1.498028,156,0.073667,0,49.343333,0.063729,452375.6,452375.6,939606.4,138.81,44.76,0.932185,203781.2,235209.2,18648.29,1792,57712,No
